date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:38:09	233104/233104	---M-Z	200	added ('OK')	text/html	etag:%225fe25b6-38e90-5f5afed4e2bc9-gzip%22	https://creativelayers.net/themes/gotrip-html/home-7.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/home-7.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:09	356737/356737	---M-Z	200	added ('OK')	text/html	etag:%225fe25b7-57181-5f5afed51a66f-gzip%22	https://creativelayers.net/themes/gotrip-html/home-8.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/home-8.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:10	144521/144521	---M-Z	200	added ('OK')	text/html	etag:%225fe25b8-23489-5f5afed579219-gzip%22	https://creativelayers.net/themes/gotrip-html/home-9.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/home-9.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:10	382135/382135	---M-Z	200	added ('OK')	text/html	etag:%225fe25b9-5d4b7-5f5afed619891-gzip%22	https://creativelayers.net/themes/gotrip-html/home-10.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/home-10.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:10	300921/300921	---M-Z	200	added ('OK')	text/html	etag:%225fe25bd-49779-5f5afed78b6af-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:10	315629/315629	---M-Z	200	added ('OK')	text/html	etag:%225fe25be-4d0ed-5f5afed7bdb64-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-list-2.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-list-2.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:11	222392/222392	---M-Z	200	added ('OK')	text/html	etag:%225fe25bc-364b8-5f5afed730985-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-half-map.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-half-map.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:11	290657/290657	---M-Z	200	added ('OK')	text/html	etag:%225fe25ba-46f61-5f5afed6eb806-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-grid-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-grid-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:11	250875/250875	---M-Z	200	added ('OK')	text/html	etag:%225fe25bb-3d3fb-5f5afed69706e-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-grid-2.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-grid-2.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:11	308285/308285	---M-Z	200	added ('OK')	text/html	etag:%225fe25bf-4b43d-5f5afed813685-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-single-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-single-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:12	114730/114730	---M-Z	200	added ('OK')	text/html	etag:%225fe259b-1c02a-5f5afecd29648-gzip%22	https://creativelayers.net/themes/gotrip-html/booking-pages.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/booking-pages.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:12	432497/432497	---M-Z	200	added ('OK')	text/html	etag:%225fe25c0-69971-5f5afed87222e-gzip%22	https://creativelayers.net/themes/gotrip-html/hotel-single-2.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/hotel-single-2.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:14	256519/256519	---M-Z	200	added ('OK')	text/html	etag:%225fe25cb-3ea07-5f5afedbd22be-gzip%22	https://creativelayers.net/themes/gotrip-html/tour-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/tour-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:14	273079/273079	---M-Z	200	added ('OK')	text/html	etag:%225fe25ca-42ab7-5f5afedba38a1-gzip%22	https://creativelayers.net/themes/gotrip-html/tour-grid-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/tour-grid-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:15	212991/212991	---M-Z	200	added ('OK')	text/html	etag:%225fe25cc-33fff-5f5afedc3b661-gzip%22	https://creativelayers.net/themes/gotrip-html/tour-map.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/tour-map.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:15	271461/271461	---M-Z	200	added ('OK')	text/html	etag:%225fe25cd-42465-5f5afedc6cb76-gzip%22	https://creativelayers.net/themes/gotrip-html/tour-single.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/tour-single.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:15	254763/254763	---M-Z	200	added ('OK')	text/html	etag:%225fe2594-3e32b-5f5afecb96cb7-gzip%22	https://creativelayers.net/themes/gotrip-html/activity-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/activity-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:15	275644/275644	---M-Z	200	added ('OK')	text/html	etag:%225fe2592-434bc-5f5afecb46f57-gzip%22	https://creativelayers.net/themes/gotrip-html/activity-grid-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/activity-grid-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:15	211475/211475	---M-Z	200	added ('OK')	text/html	etag:%225fe2595-33a13-5f5afecbcf6fd-gzip%22	https://creativelayers.net/themes/gotrip-html/activity-map.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/activity-map.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:16	265141/265141	---M-Z	200	added ('OK')	text/html	etag:%225fe2596-40bb5-5f5afecc309b7-gzip%22	https://creativelayers.net/themes/gotrip-html/activity-single.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/activity-single.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:16	263072/263072	---M-Z	200	added ('OK')	text/html	etag:%225fe25c5-403a0-5f5afeda149a9-gzip%22	https://creativelayers.net/themes/gotrip-html/rental-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/rental-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:16	81166/81166	---M--	200	added ('OK')	image/png	etag:%225fe27e8-13d0e-5f5afef9ab3b0%22	https://creativelayers.net/themes/gotrip-html/img/backgrounds/7.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/backgrounds/7.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:17	276897/276897	---M-Z	200	added ('OK')	text/html	etag:%225fe25c4-439a1-5f5afeda0efd0-gzip%22	https://creativelayers.net/themes/gotrip-html/rental-grid-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/rental-grid-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:17	217331/217331	---M-Z	200	added ('OK')	text/html	etag:%225fe25c6-350f3-5f5afeda8cb95-gzip%22	https://creativelayers.net/themes/gotrip-html/rental-map.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/rental-map.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:17	254820/254820	---M-Z	200	added ('OK')	text/html	etag:%225fe25c7-3e364-5f5afedabc552-gzip%22	https://creativelayers.net/themes/gotrip-html/rental-single.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/rental-single.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:17	401522/401522	---M-Z	200	added ('OK')	text/html	etag:%225fe259d-62072-5f5afecde0bf3-gzip%22	https://creativelayers.net/themes/gotrip-html/car-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/car-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:17	447585/447585	---M-Z	200	added ('OK')	text/html	etag:%225fe259c-6d461-5f5afecdb1dee-gzip%22	https://creativelayers.net/themes/gotrip-html/car-grid-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/car-grid-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:17	325284/325284	---M-Z	200	added ('OK')	text/html	etag:%225fe259e-4f6a4-5f5afece4baee-gzip%22	https://creativelayers.net/themes/gotrip-html/car-map.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/car-map.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:18	371886/371886	---M-Z	200	added ('OK')	text/html	etag:%225fe259f-5acae-5f5afece8608c-gzip%22	https://creativelayers.net/themes/gotrip-html/car-single.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/car-single.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:18	259474/259474	---M-Z	200	added ('OK')	text/html	etag:%225fe25a2-3f592-5f5afecf44f4f-gzip%22	https://creativelayers.net/themes/gotrip-html/cruise-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/cruise-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:18	284574/284574	---M-Z	200	added ('OK')	text/html	etag:%225fe25a1-4579e-5f5afecf06b31-gzip%22	https://creativelayers.net/themes/gotrip-html/cruise-grid-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/cruise-grid-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:18	214464/214464	---M-Z	200	added ('OK')	text/html	etag:%225fe25a3-345c0-5f5afecf9ae58-gzip%22	https://creativelayers.net/themes/gotrip-html/cruise-map.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/cruise-map.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:19	252411/252411	---M-Z	200	added ('OK')	text/html	etag:%225fe25a4-3d9fb-5f5afecfe22ff-gzip%22	https://creativelayers.net/themes/gotrip-html/cruise-single.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/cruise-single.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:19	406814/406814	---M-Z	200	added ('OK')	text/html	etag:%225fe25af-6351e-5f5afed29abce-gzip%22	https://creativelayers.net/themes/gotrip-html/flights-list.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/flights-list.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:19	188898/188898	---M-Z	200	added ('OK')	text/html	etag:%225fe25ae-2e1e2-5f5afed20a33f-gzip%22	https://creativelayers.net/themes/gotrip-html/destinations.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/destinations.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:19	159975/159975	---M-Z	200	added ('OK')	text/html	etag:%225fe2598-270e7-5f5afecca1e42-gzip%22	https://creativelayers.net/themes/gotrip-html/blog-list-1.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/blog-list-1.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:20	105108/105108	---M-Z	200	added ('OK')	text/html	etag:%225fe2599-19a94-5f5afecca493b-gzip%22	https://creativelayers.net/themes/gotrip-html/blog-list-2.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/blog-list-2.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:20	112203/112203	---M-Z	200	added ('OK')	text/html	etag:%225fe259a-1b64b-5f5afecd12716-gzip%22	https://creativelayers.net/themes/gotrip-html/blog-single.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/blog-single.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:20	91604/91604	---M-Z	200	added ('OK')	text/html	etag:%225fe0f46-165d4-5f5afecac7c22-gzip%22	https://creativelayers.net/themes/gotrip-html/404.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/404.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:20	107934/107934	---M-Z	200	added ('OK')	text/html	etag:%225fe256f-1a59e-5f5afecaf75df-gzip%22	https://creativelayers.net/themes/gotrip-html/about.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/about.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:21	102292/102292	---M-Z	200	added ('OK')	text/html	etag:%225fe2597-18f94-5f5afecc3a5f8-gzip%22	https://creativelayers.net/themes/gotrip-html/become-expert.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/become-expert.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:21	101346/101346	---M-Z	200	added ('OK')	text/html	etag:%225fe25b0-18be2-5f5afed2788ea-gzip%22	https://creativelayers.net/themes/gotrip-html/help-center.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/help-center.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:21	93344/93344	---M-Z	200	added ('OK')	text/html	etag:%225fe25c3-16ca0-5f5afed969b37-gzip%22	https://creativelayers.net/themes/gotrip-html/login.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/login.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:21	94553/94553	---M-Z	200	added ('OK')	text/html	etag:%225fe25c8-17159-5f5afedb045b1-gzip%22	https://creativelayers.net/themes/gotrip-html/signup.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/signup.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:22	102357/102357	---M-Z	200	added ('OK')	text/html	etag:%225fe25c9-18fd5-5f5afedb3c827-gzip%22	https://creativelayers.net/themes/gotrip-html/terms.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/terms.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:22	58339/58339	---M-Z	200	added ('OK')	text/html	etag:%225fe25c2-e3e3-5f5afed8f5f9c-gzip%22	https://creativelayers.net/themes/gotrip-html/invoice.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/invoice.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:22	126645/126645	---M-Z	200	added ('OK')	text/html	etag:%225fe25ce-1eeb5-5f5afedca7ccc-gzip%22	https://creativelayers.net/themes/gotrip-html/ui-elements.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/ui-elements.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:22	44129/44129	---M-Z	200	added ('OK')	text/html	etag:%225fe25a6-ac61-5f5afed05378b-gzip%22	https://creativelayers.net/themes/gotrip-html/db-dashboard.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-dashboard.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:23	118776/118776	---M-Z	200	added ('OK')	text/html	etag:%225fe25a5-1cff8-5f5afed0199bd-gzip%22	https://creativelayers.net/themes/gotrip-html/db-booking.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-booking.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:23	45647/45647	---M-Z	200	added ('OK')	text/html	etag:%225fe25a7-b24f-5f5afed086fc8-gzip%22	https://creativelayers.net/themes/gotrip-html/db-settings.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-settings.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:23	172146/172146	---M-Z	200	added ('OK')	text/html	etag:%225fe25ad-2a072-5f5afed202256-gzip%22	https://creativelayers.net/themes/gotrip-html/db-wishlist.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-wishlist.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:23	51296/51296	---M-Z	200	added ('OK')	text/html	etag:%225fe25aa-c860-5f5afed1187f7-gzip%22	https://creativelayers.net/themes/gotrip-html/db-vendor-dashboard.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-vendor-dashboard.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:24	89335/89335	---M-Z	200	added ('OK')	text/html	etag:%225fe25a8-15cf7-5f5afed0bcb2d-gzip%22	https://creativelayers.net/themes/gotrip-html/db-vendor-add-hotel.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-vendor-add-hotel.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:24	79985/79985	---M-Z	200	added ('OK')	text/html	etag:%225fe25a9-13871-5f5afed0ea5aa-gzip%22	https://creativelayers.net/themes/gotrip-html/db-vendor-booking.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-vendor-booking.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:24	193222/193222	---M-Z	200	added ('OK')	text/html	etag:%225fe25ab-2f2c6-5f5afed17b221-gzip%22	https://creativelayers.net/themes/gotrip-html/db-vendor-hotels.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-vendor-hotels.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:25	61653/61653	---M-Z	200	added ('OK')	text/html	etag:%225fe25ac-f0d5-5f5afed187d42-gzip%22	https://creativelayers.net/themes/gotrip-html/db-vendor-recovery.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/db-vendor-recovery.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:25	97221/97221	---M-Z	200	added ('OK')	text/html	etag:%225fe25a0-17bc5-5f5afecebfa71-gzip%22	https://creativelayers.net/themes/gotrip-html/contact.html	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/contact.html	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:25	857/857	---M--	200	added ('OK')	image/png	etag:%225fe274e-359-5f5afeed3c0bc%22	https://creativelayers.net/themes/gotrip-html/img/general/lang.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/general/lang.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:31	595089/595089	---M--	200	added ('OK')	image/png	etag:%225fe28cc-91491-5f5aff4b271fc%22	https://creativelayers.net/themes/gotrip-html/img/masthead/3/bg.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/masthead/3/bg.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:32	162666/162666	---M--	200	added ('OK')	image/png	etag:%225fe2764-27b6a-5f5afef201060%22	https://creativelayers.net/themes/gotrip-html/img/hotels/1.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/hotels/1.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:34	130575/130575	---M--	200	added ('OK')	image/png	etag:%225fe2762-1fe0f-5f5afef16f061%22	https://creativelayers.net/themes/gotrip-html/img/hotels/2.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/hotels/2.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:35	215637/215637	---M--	200	added ('OK')	image/png	etag:%225fe2763-34a55-5f5afef211232%22	https://creativelayers.net/themes/gotrip-html/img/hotels/3.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/hotels/3.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:35	197136/197136	---M--	200	added ('OK')	image/png	etag:%225fe275e-30210-5f5afef05ae4d%22	https://creativelayers.net/themes/gotrip-html/img/hotels/4.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/hotels/4.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:36	108931/108931	---M--	200	added ('OK')	image/png	etag:%225fe2747-1a983-5f5afee9bc459%22	https://creativelayers.net/themes/gotrip-html/img/tours/3.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/tours/3.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:36	100179/100179	---M--	200	added ('OK')	image/png	etag:%225fe2745-18753-5f5afee93c56c%22	https://creativelayers.net/themes/gotrip-html/img/tours/4.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/tours/4.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:37	137251/137251	---M--	200	added ('OK')	image/png	etag:%225fe2746-21823-5f5afee94cf0d%22	https://creativelayers.net/themes/gotrip-html/img/tours/2.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/tours/2.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:37	106649/106649	---M--	200	added ('OK')	image/png	etag:%225fe2748-1a099-5f5afee9d720c%22	https://creativelayers.net/themes/gotrip-html/img/tours/1.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/tours/1.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:47	315323/315323	---M--	200	added ('OK')	image/png	etag:%225fe2814-4cfbb-5f5aff0147856%22	https://creativelayers.net/themes/gotrip-html/img/activities/1.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/activities/1.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:50	411347/411347	---M--	200	added ('OK')	image/png	etag:%225fe2812-646d3-5f5aff0082fba%22	https://creativelayers.net/themes/gotrip-html/img/activities/2.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/activities/2.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:52	287291/287291	---M--	200	added ('OK')	image/png	etag:%225fe2811-4623b-5f5aff00637cf%22	https://creativelayers.net/themes/gotrip-html/img/activities/4.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/activities/4.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:52	307870/307870	---M--	200	added ('OK')	image/png	etag:%225fe2813-4b29e-5f5aff0125d43%22	https://creativelayers.net/themes/gotrip-html/img/activities/3.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/activities/3.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:56	361925/361925	---M--	200	added ('OK')	image/png	etag:%225fe25e4-585c5-5f5afee68d10e%22	https://creativelayers.net/themes/gotrip-html/img/rentals/3.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/rentals/3.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:56	308962/308962	---M--	200	added ('OK')	image/png	etag:%225fe25e5-4b6e2-5f5afee681d5d%22	https://creativelayers.net/themes/gotrip-html/img/rentals/1.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/rentals/1.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
23:38:56	263924/263924	---M--	200	added ('OK')	image/png	etag:%225fe25e3-406f4-5f5afee5be849%22	https://creativelayers.net/themes/gotrip-html/img/rentals/2.png	C:/Users/99450/Desktop/Travel/travell/creativelayers.net/themes/gotrip-html/img/rentals/2.png	(from https://creativelayers.net/themes/gotrip-html/home-3.html)
